start	end	text
0.000	3.280	 del pueblo, hablando de la siembra de primavera.
3.280	6.040	 Debe estar por llegar.
6.040	8.560	 Hermano, me compraste los zapatos.
8.560	11.640	 Te estuve esperando toda la tarde.
11.640	22.620	 Sí, sí, no te preocupes.
22.620	28.720	 Guau, qué bonitos zapatos nuevos.
28.720	33.400	 Traje tela para ustedes para que hagan abrigos nuevos.
33.400	42.410	 Y leche en polvo para que Duobo y mamá se fortalezcan.
42.410	45.410	 Esta tela, esta tela solo se consigue en la tienda
45.810	47.170	 y solo con cupones.
47.170	48.850	 Qué difícil es de hallar.
48.850	51.570	 Hermano, ¿acaso robaste?
51.570	54.170	 ¿Cómo conseguiste tantas cosas buenas?
54.170	57.810	 Robar, las compré en la tienda.
57.810	60.930	 Hoy en el mercado negro conocí a unos comerciantes
60.930	61.810	 foráneos.
61.810	63.770	 Entregué suministros a la fábrica textil.
63.770	66.570	 Cané un buen dinero y compré esto.
66.570	69.250	 Además, ya entré a trabajar a la fábrica.
69.250	71.130	 Soy comprador oficial.
71.130	76.370	 Comprador, te volviste empleado de Ciudad.
76.370	84.180	 CISP oficial, con plaza y prestaciones.
84.180	85.660	 Bueno, ya está caliente.
85.660	87.860	 A comer, mamá.
87.860	89.140	 Hay mucha comida.
89.140	90.300	 ¿Por qué no comen?
90.300	92.220	 Hermana, llama a tu cuñada.
92.220	93.820	 Preparen leche en polvo para todos.
93.820	94.940	 Y también duraznos en amíbar.
94.940	95.860	 Son cosas de calidad.
95.860	96.860	 Coman, diála.
96.860	98.140	 ¿Por qué me miran?
98.140	100.420	 Solo conseguí un trabajo de comprador, nada más.
100.420	103.820	 Mamá, cálientale el agua para la leche.
103.820	106.260	 Iré por mi cuñada.
106.260	111.370	 Fresca, como una flor de durazno.
111.490	115.090	 Sióyan, ¿de verdad eres comprador en la fábrica?
115.090	119.530	 CISP oficial, con plaza y sin horario fijo.
119.530	124.310	 Solo entrego mercancía cada 15 días.
124.310	128.230	 Rúduo con su madre y mamá con mi hermana.
128.230	131.950	 Mamá, tía, esto está delicioso.
131.950	134.190	 ¿Por qué no comen ustedes?
134.190	137.230	 ¿Por qué miran a papá?
137.230	142.180	 Ayenene, jaja.
142.180	145.260	 Llevaba años sin comer duraznos en amíbar.
145.260	147.780	 No pensé volver a probarlos hoy.
147.780	150.700	 Sióyan, si trabajas en la ciudad,
150.700	152.580	 ¿qué pasará con Duelo y Duobo?
152.580	155.180	 Seguirán a vivir allá o se quedan aquí.
155.180	157.540	 El registro de la niña sigue en el pueblo.
157.540	159.980	 La escuela será un problema, mamá.
159.980	161.180	 No se preocupen.
161.180	163.180	 Compré una casita en la ciudad.
163.180	165.100	 Mañana haré el cambio de papeles.
165.100	167.740	 Ellas ya tendrán registro urbano.
167.740	170.460	 Quiero que Duobo estudie en la ciudad.
170.460	176.620	 ¿Cómo no me las voy a llevar?
176.620	178.780	 Hermano, compraste una casa.
178.780	179.980	 ¿De dónde sacaste el dinero?
179.980	182.460	 Hoy trabajo, comida, casa.
182.460	183.500	 Es demasiado increíble.
183.500	185.020	 Casi no te reconozco.
185.020	186.500	 No oladas escándalo.
186.500	188.580	 Anoche fui a vender cordero.
188.580	191.340	 Conocí al jefe de compras, Ding Xianwei.
191.340	192.780	 Le vendí la carne.
192.780	194.060	 Y así obtuve el empleo.
194.060	196.620	 El viejo yú de la fábrica quería mudarse rápido con
196.620	197.380	 su lijo.
197.380	198.460	 Por eso la vendía urgente.
198.460	199.980	 El precio fue muy bueno.
199.980	202.900	 Puedo pagar poco a poco con mis ahoros y mi sueldo
202.900	203.620	 anual.
203.620	205.260	 Casi quedará saldada.
205.260	207.060	 Es verdad lo que dices.
207.060	209.900	 ¿Realmente tendremos registro en la ciudad?
209.900	211.940	 ¿Duobo podrá estudiar allá?
211.940	213.660	 Claro que sí.
213.660	215.860	 Mañana mismo hacemos los trámites.
215.860	218.820	 Nos mudaremos a la ciudad.
218.820	220.780	 Ya tenemos a alguien en la ciudad.
220.780	224.580	 Si ustedes se mudan, serán ciudadanos urbanos.
224.580	226.660	 Ya no tendrán que trabajar en el campo.
226.660	229.780	 Dueruek y Duobo tendrán una gran vida.
229.780	233.260	 Tu papá se pondrá muy feliz al saberlo.
233.260	235.340	 Ya no pasaremos hambre, hermano.
237.140	240.620	 Si se llevan a Duobo, nadie jugará conmigo.
240.620	243.060	 Niña, por favor, que tu hermano trabaje en la ciudad.
243.060	244.140	 Es una noticia maravillosa.
244.140	246.260	 ¿Por qué pones esa cara si nadie juega contigo?
246.260	248.300	 Mamá, jugará contigo.
248.300	249.660	 No es que no volvamos.
249.660	251.340	 Es por la escuela de Duobo.
251.340	253.380	 Cuando terminen las clases, volveremos a visitarlos.
253.380	256.220	 ¿Por qué no se van a vivir un tiempo con nosotros?
256.220	257.340	 En invierno no se siembra.
257.340	258.660	 Verano en el pueblo.
258.660	260.060	 Invierno en la ciudad.
260.060	261.460	 ¿En serio?
261.460	263.940	 La casa de la ciudad es tan grande.
263.940	266.540	 Claro, tiene cinco o seis habitaciones.
266.540	267.980	 Tiene luz y agua corriente.
267.980	269.500	 Y un baño.
269.500	270.940	 Conducha de agua caliente.
270.940	273.220	 Mañana Dueruek y yo arreglaremos todo.
273.220	276.980	 En unos días iremos por ustedes en la carreta.
276.980	278.740	 Ahora que tengo la carreta de la fábrica,
278.740	279.700	 es más fácil viajar.
279.700	281.100	 No hace falta caminar.
281.100	281.580	 Ja, ja.
284.460	295.540	 Ja, ja.
295.540	304.010	 Ja, ja.
304.010	307.530	 Estos zapatos son para todos.
307.530	309.290	 Los pies de Duobo son muy pequeños.
309.290	310.410	 No hay talla.
310.410	312.850	 Tú y mi hermana busquen algodón.
312.850	315.170	 Y háganle ropa nueva a todos.
315.170	316.970	 Y unos zapatos para Duoduo.
316.970	318.770	 No creo que Dueruek sepa hacer eso.
318.770	320.010	 Sin problema.
320.010	321.410	 Cuenta con ello.
321.410	323.850	 Hadan uno para mi hermana también.
323.850	324.850	 Ya vátense.
324.850	325.890	 Están cansados.
325.890	326.970	 Duerman pronto.
326.970	328.570	 Jan, de tú primero.
328.570	329.370	 Yo me quedo con Duoduo.
329.370	330.890	 Terminaremos el almíbar y la leche.
330.890	331.610	 Y vamos.
331.610	332.330	 Está bien.
332.330	340.950	 Iré a calentar el can.
340.950	343.550	 Cuñada, esta leche les es deliciosa.
343.550	346.750	 Pero si se van a la ciudad, creo que ya no podré
346.750	348.430	 beberla.
348.430	350.030	 En el pueblo no tienes nada que hacer.
350.030	352.510	 Mejor vente con nosotros un tiempo.
352.510	355.150	 Así tendremos compañía.
355.150	355.630	 Qué bien.
355.630	356.190	 Sí.
356.190	356.750	 Yo voy.
356.750	357.590	 Yo voy.
357.590	358.670	 Nada de eso.
358.670	360.430	 Ellos estarán en la ciudad.
360.430	362.430	 Quizá tengan otro bebé.
362.430	369.220	 Solo los estorbarás.
369.220	376.140	 Mamá, tengo sueño.
376.140	379.420	 Dueruek, no llevarás a Duoduo a dormir.
379.420	382.660	 Déjala dormir con ustedes, Doy.
382.660	384.340	 Quiero preguntarle algo hacia Jan.
384.380	386.580	 ¿Qué está pasando realmente, Doy?
386.580	387.540	 ¿Cómo compró la casa?
387.540	388.420	 Así de repente.
388.420	389.780	 ¿Y el puesto de comprador?
389.780	390.620	 Está bien.
390.620	391.940	 Hablen tranquilos.
391.940	394.020	 Duoduo se queda con nosotros.
394.020	397.220	 Fue tan lindo dormir con ella la noche.
397.220	411.680	 Hoy la volveré a arrullar.
411.680	413.200	 ¿De dónde salió todo esto?
413.200	415.960	 ¿Por qué tanta comida?
415.960	417.720	 Papá, por fin llegaste.
417.720	419.840	 Xiaoyani es el nuevo comprador de la fábrica.
419.840	421.560	 Toficial y complaza.
421.560	423.320	 Compró una casa grande en la ciudad.
423.320	424.000	 Mañana.
424.000	425.040	 Haz el cambio de nombre.
425.080	427.160	 Serán ciudadanos citadinos.
427.160	429.800	 Mag, por eso vi una mula en el patio.
429.800	431.640	 Por fin tenemos a alguien con empleo.
431.640	432.560	 Qué bien.
432.560	434.840	 Ahora alguien trae salario.
434.840	436.560	 Ya no pasaremos hambre.
436.560	439.040	 No, debo ir a preguntarle no.
439.040	440.200	 Mejor déjalo.
440.200	441.600	 Xiaoyani ha trabajado mucho hoy.
441.600	444.840	 Hender carne, medicinas, conseguir empleo y casa.
444.840	445.920	 Está cansado.
445.920	447.160	 Que descanse.
447.160	449.920	 Ten, bebe leche y come duraznos.
449.920	451.440	 Bien.
451.440	459.860	 Bien, bien.
459.860	464.180	 Papá, quiero dos piezas de durazno.
464.180	473.860	 Come, compartiremos uno.
473.860	476.260	 ¿Dónde se bañó este lombreloy?
476.260	500.100	 Huele tan bien.
500.100	501.380	 Es medianoche.
501.380	504.220	 ¿Qué hacen despiertos?
504.220	505.740	 Desde que sané.
505.740	508.460	 Te veo cada día más hermosa.
508.460	512.620	 Esposa, cuando estemos instalados en la ciudad y la
512.620	523.520	 vida sea estable, tendremos otro hijo.
523.520	525.360	 Ya que estás despierto, habla.
525.360	527.200	 ¿Qué pasó estos dos días?
527.200	530.680	 Pescado, cordero y de repente comprador.
530.680	533.640	 ¿De dónde sacaste el dinero para la casa?
533.640	537.120	 Aunque seas comprador, con 35 almes no alcanza para una
537.120	537.920	 casa así.
537.920	540.680	 ¿Y por qué te darían el empleo gratis sin entregar
540.680	541.960	 suministros antes?
541.960	543.840	 Y los dulces y la leche de esta noche.
543.840	545.280	 Nunca los había visto en la ciudad.
545.280	547.600	 ¿Qué está pasando aquí?
547.600	549.800	 Si no fueras mi esposa, serías una gran detective.
549.800	551.200	 Tu razonamiento es brillante.
551.200	552.760	 Recuerda que soy estudiante.
552.760	554.240	 Tengo algo de conocimiento.
554.240	555.120	 No cambies de tema.
555.680	557.280	 Tengo opción.
557.280	558.280	 ¿Tú qué crees?
558.280	559.480	 Habla ya.
559.480	561.960	 Si no, no vuelves a entrar a la cama.
561.960	565.440	 Bien, bien, contaré todo.
565.440	573.020	 Al despertar, podía sacar comida de la nada.
573.020	574.140	 Así fue.
574.140	575.060	 ¿Me crees?
575.060	576.060	 Yo no.
576.060	578.260	 Mientes, un supermercado.
578.260	580.420	 ¿Dónde hay supermercados en este pueblo?
580.420	581.380	 No miento.
581.380	583.820	 Al mejorar mi salud, apareció este supermercado.
583.820	585.940	 Tiene comida, utensilios, todo.
585.940	588.460	 Se reabastece solo.
588.460	589.380	 Llévame a verlo.
589.380	590.780	 Si no, no creo nada.
590.780	591.980	 Vamos, esposa.
591.980	592.580	 Síleme.
592.580	596.160	 Te llevaré.
596.160	597.200	 Prepárate.
597.200	616.470	 No intentes nada raro.
616.470	619.790	 ¿Dónde, dónde estamos?
619.790	624.340	 Tantas cosas.
624.340	626.420	 Ya viste, mi amor.
626.420	627.980	 Este es el supermercado.
627.980	629.300	 Hay una farmacia dentro.
629.300	632.220	 De aquí saqué la medicina de mi cuñado.
632.220	634.900	 Tanta comida rica.
634.900	637.180	 Cuánta tela bonita.
637.220	646.000	 Y todas estas botellas.
646.000	647.000	 Qué rico.
647.000	648.480	 Qué fruta es esta.
648.480	649.760	 No parece uva.
649.760	651.160	 Es uva chinemuscat.
651.160	652.360	 Es un tipo de uva.
652.360	654.920	 Todo lo que tomamos de los estantes se repone solo al
654.920	655.800	 poco tiempo.
655.800	657.760	 Así que tenemos comida infinita en casa.
657.760	659.400	 Ya nunca pasaremos hambre.
659.400	661.440	 ¿Dónde lavaste las uvas?
661.440	663.440	 No vi agua por aquí.
663.440	665.400	 El supermercado tiene un baño, es decir,
665.400	667.240	 un lugar para ir al sanitario y también para
667.240	668.080	 lavar cosas.
668.080	670.240	 Te enseñaré.
670.240	671.600	 Esto es el inodoro.
671.600	675.240	 Tras usarlo, presionas este botón y se descarra solo.
675.240	676.680	 Ya no hay que tirar agua sucia.
676.680	679.040	 Y esto, abres la llave y sale agua.
679.040	680.400	 Tiene agua fría y caliente.
680.400	683.000	 Con una tina puedes bañarte y lavar ropa.
683.000	684.920	 Quiero bañarme.
684.920	687.680	 ¿Podrías ponerme agua caliente, por favor?
687.680	690.760	 En el pueblo solo usamos una toalla y uno nunca se
690.760	691.680	 siente bien.
691.680	692.960	 Con tantas facilidades aquí.
692.960	694.240	 Me bañaré de inmediato.
694.240	695.560	 Claro que sí.
695.560	698.560	 En este estante hay shampoo y jabón y detergente para
698.560	699.600	 la ropa.
699.600	701.360	 Esta es la lavadora.
701.360	703.560	 Metes la ropa y echas jabón.
703.560	704.880	 Se lava sola perfectamente.
704.880	706.320	 Y también la centrifuga.
706.320	708.840	 Hace poco le entré y me bañé.
708.840	710.640	 La temperatura aquí es perfecta.
710.640	711.800	 No se siente frío bañarse.
711.800	712.680	 De acuerdo.
712.680	714.840	 Calentaré agua en el hervidor.
714.840	716.120	 También hay ropa de mujer.
716.120	718.640	 Te traeré algo para que te cambies.
718.640	721.200	 Lavaré tu ropa vieja en la lavadora.
721.200	721.960	 Qué bien.
721.960	733.120	 Gracias, Xiaoyuan.
733.120	735.440	 Dui Dui, el agua está lista.
735.440	737.320	 Pásame la ropa que te quitaste.
737.320	738.640	 La echaré a la lavadora.
738.640	740.320	 Estará limpia en un momento.
740.320	741.520	 Traje ropa nueva.
741.520	750.020	 Ponte esto al terminar.
750.020	753.620	 Esposa, te ves hermosa.
753.620	754.980	 No digas tonterías.
754.980	756.380	 Claro que no.
756.380	758.180	 Siempre la has sido hermosa.
758.180	760.460	 Con esto te ves aún mejor.
760.460	774.740	 Pareces una chica moderna.
774.740	778.740	 Xiaoyuan, ¿qué es esto?
778.740	781.700	 Parece una casa de cristal.
781.700	782.860	 Es una casa bajo las estrellas.
782.860	784.100	 También llamada casa de cristal.
784.100	786.540	 En serio, es muy romántico.
786.540	789.180	 De noche puedes ver las estrellas desde adentro.
789.180	790.980	 Qué colchón tan suave.
790.980	793.260	 Es más blando que el can de casa.
793.260	794.460	 Te gusta.
794.460	796.580	 Cuando arreglemos la casa en la ciudad,
796.580	806.340	 pondré uno así en nuestra habitación.
806.340	808.180	 ¿Qué pasa, esposa?
808.180	810.540	 Mi ropa se está lavando.
810.540	811.940	 ¿Qué hago si no seca?
811.940	814.940	 Tenemos que ir a hacer el trámite hoy.
814.940	816.300	 No te preocupes, esposa.
816.300	817.860	 La lavadora tiene función de secado.
817.860	818.980	 Usaré el calentador eléctrico.
818.980	819.700	 Un poco.
819.700	822.900	 Podrás poner de la enseguida.
822.900	823.940	 Listo, esposa.
823.940	824.740	 Todo seco.
824.740	828.420	 Huele muy bien, ¿no?
828.420	829.700	 Huele delicioso.
829.700	832.940	 Un día traeremos a Duoduo a bañarse aquí.
832.940	836.220	 Ha crecido tanto y nunca se ha bañado así de rico.
836.220	838.340	 Eso no se puede, esposa.
838.340	839.500	 Nuestra hija es muy pequeña.
839.500	842.380	 Si dice algo por error sobre nuestro supermercado y la
842.380	845.020	 comida ilimitada, sería un problema.
845.020	847.100	 No quiero que me lleven a estudiar por esto.
847.100	848.340	 Debemos ser discretos.
848.340	849.660	 Ahora soy comprador.
849.660	851.380	 Puedo sacar comida a menudo.
851.380	853.780	 Traeré lo que sea para la familia.
853.780	855.460	 Pero esto debe ser secreto.
855.460	856.900	 Solo nosotros dos lo sabemos.
856.900	858.980	 Cuando Duoduo se bañe, iremos a la ciudad.
858.980	860.620	 La casa ya tiene agua corriente.
860.620	863.100	 Y una ducha improvisada con un balde.
863.100	865.580	 Se bañará igual de bien, ¿verdad?
865.580	866.780	 Tienes razón.
866.780	868.380	 No lo había pensado bien.
868.380	874.150	 Nadie más debe enterarse de esto.
874.150	876.590	 Bañaremos a Duoduo en la casa de la ciudad.
876.590	878.790	 Iremos sacando los suministros poco a poco.
878.790	881.270	 Venderemos en la fábrica y ahorraremos.
881.270	882.910	 Compraremos más propiedades después.
882.910	885.150	 Las casas valdrán mucho en el futuro.
885.150	886.790	 Cuando vayamos a visitar a tus padres a Pekín,
886.790	888.550	 compraremos una allá también.
888.550	891.470	 Así, cuando vayamos de visita, estaremos más cómodos.
891.470	893.670	 Descuida, guardaré en el secreto.
893.670	895.150	 Solo nosotros lo sabemos.
895.150	896.350	 No diré nada a nadie.
896.350	898.350	 Ni a mamá ni a mi hermana.
898.350	899.710	 Qué obediente eres, esposa.
899.710	900.870	 Ya no hagamos ruido.
900.870	901.870	 Salgamos de aquí.
901.870	903.270	 Nuestra hija debe haber despertado.
903.270	904.590	 Mamá ya debe tener la comida.
904.590	905.150	 Lista.
905.150	906.590	 Vamos a desayunar.
906.590	908.950	 Y tenemos que ir a registrar la casa.
908.950	910.670	 Si te gusta esta casa de cristal,
910.670	912.830	 la trasladaremos al patio de la ciudad.
912.830	914.390	 En invierno, con nieve afuera,
914.390	916.470	 con la estufa encendida adentro.
916.470	918.870	 Ustedes dos estarán calientitas viendo la nieve.
918.870	921.390	 Y en verano cenarán viendo las estrellas.
921.390	924.670	 Será muy cómodo, pues, si la movemos.
924.670	925.550	 El súper repone.
925.550	927.150	 Otra automáticamente.
927.150	928.110	 ¿En serio?
928.110	930.630	 ¿Se verá hermosa en el patio?
930.630	932.430	 Claro que sí.
932.430	936.430	 Entonces, esta noche tendrás que halagarme.
936.430	938.190	 Ni lo sueñes.
938.190	941.190	 Déjame cambiarme y vámonos.
941.190	948.680	 Duobo ya debe estar despierta.
948.680	949.360	 Agárate bien.
949.360	957.910	 Nos vamos.
957.950	959.430	 Xiaoyang.
959.430	963.700	 Siento que esto del súper no es real.
963.700	967.100	 Parece un sueño.
967.100	968.860	 No piense en eso, esposa.
968.860	970.420	 Vamos con mis padres.
970.420	972.980	 Me congelo de solo pensar.
972.980	973.660	 Jajaja.
973.660	975.420	 En el súper hay más de 20 grados.
975.420	978.060	 Viviría ahí toda la vida.
978.060	980.260	 En casa sí, hace mucho frío.
980.260	982.700	 Qué cómodo es el súper.
982.700	985.260	 Especialmente en ese colchón suave.
985.260	987.580	 He acuestado y todo es suavidad.
987.580	989.220	 Cuando nos movemos a la ciudad,
989.220	991.860	 mudaré los colchones al patio.
991.860	993.900	 Dormiremos en colchones suaves.
993.900	995.940	 Cambiaremos sábanas y cobijas.
995.940	998.380	 Y comerán carne todos los días.
998.380	1006.190	 Muy bien.
1006.190	1008.390	 Pasen, pasen, muera.
1008.390	1009.710	 No encendieron fuego.
1009.710	1011.150	 ¿Por qué tanto frío?
1011.150	1014.230	 Nos levantamos tarde, mamá.
1014.230	1016.190	 ¿Cómo iríamos a la ciudad con Xiaoyang?
1016.190	1018.190	 Preferimos venir directo.
1018.190	1019.550	 Coman primero.
1019.550	1021.070	 Ya alimenté a Duobo.
1021.070	1022.350	 Juega con su tía.
1022.350	1024.870	 Xiaoyang, enséñame tu credencial.
1024.870	1026.990	 Por fin alguien de la familia con empleo oficial.
1026.990	1028.830	 Tendremos mucho prestigio en el pueblo.
1028.830	1029.830	 Claro, papá.
1029.830	1030.550	 Aquí está.
1030.550	1031.110	 Qué bien.
1031.110	1031.670	 Jaja.
1031.670	1032.350	 Paga.
1032.350	1034.430	 Cuando Duobo y yo arreglemos la casa,
1034.430	1036.150	 los llevaré a vivir un tiempo.
1036.150	1037.550	 Incluso hasta la sierra primavera.
1037.550	1038.990	 Es nuestra propia casa.
1038.990	1039.910	 Muy espaciosa.
1039.910	1042.030	 Con un par de días, basta.
1042.030	1043.430	 Allá no conozco a nadie.
1043.430	1044.190	 Me aburriré.
1044.190	1046.470	 En el pueblo tengo a mis amigos.
1046.470	1048.990	 Para jugar a gedrez y platicar.
1048.990	1052.630	 Ahora que eres comprador, no nos faltará comida.
1052.630	1054.390	 Tengan más hijos.
1054.390	1055.990	 Ojalá un varón.
1055.990	1057.670	 Para que sirva el linaje.
1057.670	1059.670	 Entendido, papá.
1059.670	1061.630	 Entremos más hijos.
1061.630	1063.630	 Xiaoyang es el único varón.
1063.630	1066.190	 Ya queríamos un nieto.
1066.190	1068.750	 Cuando estemos estables en la ciudad,
1068.750	1072.820	 le daremos un nieto varón.
1072.820	1074.780	 Mamá, te extrañé.
1074.780	1078.220	 ¿Dónde estabas?
1078.220	1080.140	 Pequeña malagradecida.
1080.140	1082.180	 Tu tía jugó contigo toda la mañana.
1082.180	1083.740	 Y apenas ves a tu madre.
1083.740	1084.660	 Me olvidas.
1084.660	1085.780	 Quiero a mamá.
1085.780	1087.180	 Huele rico.
1087.180	1089.820	 La tía no huele igual.
1089.820	1091.980	 Dodo no extraña a papá.
1091.980	1093.020	 Papá huele mal.
1093.020	1094.580	 No lo quiero.
1094.580	1095.980	 Ven a mis brazos.
1095.980	1102.230	 A ver si es cierto.
1102.230	1103.790	 Guau, huele rico.
1103.790	1110.010	 Ja, ja, ja, ja.
1110.010	1112.730	 Mamá, cuiden a Dodo hoy.
1112.730	1114.730	 Xiaoyang y yo volveremos a la tardecer.
1114.730	1116.970	 Dodo, hazle caso a tu abuela y tía.
1116.970	1119.970	 Volveré con duraznos en Almibar para ti.
1119.970	1122.210	 Cuñada, yo también quiero.
1122.210	1123.410	 Habrá para todas.
1123.410	1124.650	 No se preocupen.
1124.650	1125.970	 Xiaoyang, duele.
1125.970	1127.290	 Vámonos ya.
1127.290	1129.330	 El jefe del pueblo está en el comité.
1129.330	1139.130	 Les hará el comprobante rápido para que vuelvan pronto.
1139.130	1142.210	 Consuegro, ¿de dónde esa carreta?
1142.210	1145.330	 Mi hijo la usa para el trabajo.
1145.330	1148.370	 Es comprador en la fábrica textil.
1148.370	1150.170	 Compró una casa en la ciudad.
1150.170	1154.210	 Vinimos por el documento para cambiar su registro.
1154.210	1156.850	 Xiaoyang, comprador.
1156.850	1158.570	 Y de donde sacaron dinero para la casa.
1158.570	1161.770	 Casó una oveja salvaje.
1161.770	1164.290	 La vendió al jefe de compras.
1164.290	1167.290	 La casa es de alguien de la fábrica.
1167.290	1169.210	 Pararemos poco a poco.
1169.210	1171.850	 Qué éxito.
1171.850	1178.020	 Les haré el documento enseguida.
1178.020	1178.980	 Adelante, adelante.
1178.980	1183.790	 Siéntense, siéntense.
1183.790	1184.430	 Listo.
1184.430	1185.990	 Aquí está.
1185.990	1188.190	 Vayan a la ciudad a los trámites.
1188.190	1189.190	 Gracias, Diyuan.
1189.190	1189.870	 Habrá.
1189.870	1190.710	 Nos vamos.
1190.710	1192.030	 Platiquen tranquilos.
1192.030	1192.910	 Con cuidado.
1192.910	1194.670	 Ja, ja.
1194.670	1197.630	 Qué cambio ha dado tu familia.
1197.630	1199.270	 Un hijo con empleo en la ciudad.
1199.270	1202.030	 Tendrán una vida increíble.
1202.030	1205.870	 Xiaoyang, estos días o traes pescado o piernas de
1205.870	1206.430	 cordero.
1206.430	1207.830	 Qué envidia.
1207.830	1209.390	 La suerte cambia.
1209.390	1212.190	 Quizá luego necesitemos su ayuda.
1212.190	1215.350	 Naturalmente, mientras yo tenga comida,
1215.350	1217.990	 mi familia no pasará hambre.
1217.990	1232.550	 Ja, ja, ja, ja, ja.
1232.550	1235.510	 Xiaoyang, no íbamos a la ciudad.
1235.510	1243.890	 ¿Por qué ataste la carreta aquí?
1243.890	1247.510	 ¿Cómo llegamos aquí?
1247.510	1250.350	 Yueyue, hace mucho frío afuera.
1250.350	1252.190	 Quédate aquí.
1252.190	1255.950	 Te avisaré cuando estemos en la casa.
1255.950	1258.350	 Come lo que quieras.
1258.350	1264.950	 Duerme un rato en el colchón.
1264.950	1267.390	 Bien, Yueyue.
1267.390	1269.990	 Tardaré una hora en llegar.
1269.990	1272.150	 Te recogeré al llegar.
1272.150	1274.870	 Si no puedes dormir, pon las sábanas en la lavadora.
1275.270	1279.150	 Así al llegar, estará todo listo.
1279.150	1280.470	 ¿Por qué no me lo dijiste antes?
1280.470	1282.430	 Me estaba congelando en la carreta.
1282.430	1284.350	 Apenas lo recordé.
1284.350	1286.350	 Hay abrigos en el súper.
1286.350	1292.960	 Te daré uno para salir.
1292.960	1294.520	 Usa este.
1294.520	1296.320	 Es grueso, no sentirás frío.
1296.320	1298.160	 Quiero el rosa.
1298.160	1299.560	 Es lindo.
1299.560	1300.640	 Úsalo después.
1300.640	1302.560	 Es muy llamativo ahora.
1302.560	1305.440	 En esta época, nadie usa colores así.
1305.440	1308.840	 Atraerás muchas miradas y problemas.
1308.840	1322.140	 Mejor usaré el negro.
1322.140	1323.020	 Qué calor.
1323.020	1324.900	 Hay 25 grados aquí.
1324.900	1326.620	 Ponte el vestido de anoche.
1326.620	1327.420	 Es fresco.
1327.420	1330.380	 Te traje frutas y pasteles.
1330.380	1334.870	 Escansa un poco.
1334.870	1337.670	 Ayer no pudimos disfrutarlo bien.
1337.670	1341.110	 Este vestido es precioso.
1341.110	1342.190	 Come algo.
1342.190	1344.230	 Siempre eres hermosa.
1344.230	1345.350	 Todo te queda bien.
